country,year,Preparing for reuse,Products put on the market,recovered_kg_per_cap,recycled_kg_per_cap,Recycling and preparing for reuse,collected_kg_per_cap,Waste collected from households,Waste collected from other sources,generated_kg_per_cap,Waste treated in another Member State of the EU,Waste treated in the Member State,Waste treated outside the EU,treatment_kg_per_cap,countryiso3code_x,gdp_per_capita,countryiso3code_y,population,log_gdp,log_population,generated_kg_per_cap_tonnes,collected_kg_per_cap_tonnes,recycled_kg_per_cap_tonnes,treatment_kg_per_cap_tonnes,recovered_kg_per_cap_tonnes
Liechtenstein,2016,0.0,43.22,31.53,,31.53,43.22,29.31,0.0,,0.0,0.0,43.22,43.22,LI,165375.491396259,LI,37716.0,12.015973872818792,10.537839686585567,,1630.08552,,1630.08552,1189.1854799999999
Liechtenstein,2017,0.0,38.4,28.02,,28.02,38.4,26.03,0.0,,0.0,0.0,38.4,38.4,LI,170547.092298954,LI,37962.0,12.046766738736073,10.544340938374939,,1457.7408,,1457.7408,1063.69524
Liechtenstein,2018,0.0,48.16,35.150000000000006,,35.150000000000006,48.16,32.9,0.0,,0.0,0.0,48.16,48.16,LI,174988.775083446,LI,38246.0,12.072477108468131,10.55179425862292,,1841.92736,,1841.92736,1344.3469000000002
Liechtenstein,2019,,,20.77,20.77,20.77,28.44,28.44,0.0,,0.0,0.0,28.44,28.44,LI,166907.839305016,LI,38563.0,12.025197078618863,10.56004854652803,,1096.73172,800.95351,1096.73172,800.95351
Liechtenstein,2020,,,30.66,30.66,30.66,42.01,42.01,0.0,,0.0,0.0,42.01,42.01,LI,164671.093553454,LI,38901.0,12.011705391068443,10.568775236216993,,1634.23101,1192.7046599999999,1634.23101,1192.7046599999999
Liechtenstein,2021,,,27.84,27.84,27.84,38.150000000000006,38.150000000000006,0.0,,0.0,0.0,38.150000000000006,38.150000000000006,LI,201944.830335076,LI,39182.0,12.215749821926972,10.575972736647978,,1494.7933000000003,1090.8268799999998,1494.7933000000003,1090.8268799999998
Liechtenstein,2022,,,26.02,26.02,26.02,35.63,35.63,0.0,,0.0,0.0,35.63,35.63,LI,186821.881757157,LI,39493.0,12.13791093794413,10.583878719994873,,1407.13559,1027.60786,1407.13559,1027.60786
Liechtenstein,2023,,,36.12,36.12,36.12,49.49,49.49,0.0,,0.0,0.0,49.49,49.49,LI,207973.617746758,LI,39850.0,12.245166512882896,10.592877684218362,,1972.1765,1439.382,1972.1765,1439.382
Lithuania,2012,0.0,28.44,11.17,,9.84,14.309999999999999,8.96,0.59,,0.42000000000000004,13.379999999999999,0.15000000000000002,13.950000000000001,LT,14288.1853493139,LT,2989139.0,9.567188275408533,14.910495944032245,,42774.57909,,41698.489050000004,33388.682629999996
Lithuania,2013,,27.910000000000004,12.5,,11.38,16.37,10.41,0.51,,0.42000000000000004,15.57,0.18,16.15,LT,15636.5252586048,LT,2961250.0,9.65736481924992,14.901122034455133,,48475.6625,,47824.18749999999,37015.625
Lithuania,2014,,32.21,18.52,,17.18,22.68,14.32,0.7999999999999999,,0.66,20.73,0.28,21.67,LT,16446.1647181663,LT,2937253.0,9.707847581178502,14.892985348792818,,66616.89804,,63650.27251,54397.92556
Lithuania,2015,0.0,32.05,14.59,,13.53,16.78,10.69,0.53,,1.1800000000000002,15.23,0.06,16.46,LT,14269.8039878287,LT,2911109.0,9.565900974414994,14.884044666204003,,48848.40902000001,,47916.85414,42473.080310000005
Lithuania,2016,0.0,33.53,11.93,,11.21,13.620000000000001,8.44,0.64,,0.6900000000000001,11.8,0.0,12.48,LT,14934.2702840428,LT,2877325.0,9.611413870001764,14.872371601047618,,39189.1665,,35909.016,34326.48725
Lithuania,2017,0.0,35.57,12.41,,11.55,14.07,8.68,0.71,,1.05,12.84,0.0,13.9,LT,16800.1510246099,LT,2842639.0,9.729143154911057,14.860243404026887,,39995.93073000001,,39512.6821,35277.149990000005
Lithuania,2018,0.0,50.629999999999995,17.8,,16.55,20.24,17.94,2.31,,1.17,18.91,0.0,20.08,LT,19247.2315367967,LT,2819200.0,9.865122513103078,14.851963714723997,,57060.60799999999,,56609.53599999999,50181.76
Lithuania,2019,0.0,28.1,10.18,9.47,9.47,11.45,10.69,0.78,,0.56,10.46,0.04,11.07,LT,19608.7943945553,LT,2811089.0,9.883733438185496,14.849082510717947,,32186.969049999996,26621.012830000003,31118.75523,28616.886019999998
Lithuania,2020,0.05,29.89,10.26,9.58,9.63,11.75,,,,0.64,10.78,0.08,11.49,LT,20428.6478157394,LT,2810369.0,9.924693499411738,14.84882634941462,,33021.83575,26923.33502,32291.13981,28834.385939999996
Lithuania,2021,0.03,36.19,12.37,11.81,11.86,14.06,,,,0.52,13.89,0.16,14.57,LT,23870.4594851722,LT,2808380.0,10.08039696863115,14.848118362607208,,39485.8228,33166.9678,40918.096600000004,34739.6606
Lithuania,2022,0.08,47.52,13.370000000000001,12.4,12.5,15.27,,,,0.04,15.35,0.04,15.43,LT,25085.784063499,LT,2831639.0,10.130056592698534,14.85636625391912,,43239.12753,35112.3236,43692.18977,37859.01343
Lithuania,2023,0.09,51.489999999999995,15.91,14.790000000000001,14.870000000000001,18.33,,,,0.15000000000000002,17.22,0.26,17.64,LT,27786.0057829276,LT,2871585.0,10.232287783832573,14.87037470010208,,52636.15304999999,42470.742150000005,50654.759399999995,45686.91735
Luxembourg,2012,0.0,69.97999999999999,26.349999999999998,,24.56,28.31,18.740000000000002,0.11,,28.31,0.0,0.0,28.31,LU,112584.676270958,LU,530946.0,11.631460895470681,13.182415600137544,,15031.081259999999,,15031.081259999999,13990.427099999999
Luxembourg,2013,,65.03999999999999,26.740000000000002,,25.02,28.58,18.93,0.12,,28.58,0.0,0.0,28.58,LU,120000.140729859,LU,543360.0,11.69524819451232,13.205527362665064,,15529.228799999999,,15529.228799999999,14529.4464
Luxembourg,2014,0.0,65.05,27.82,,26.19,29.77,19.69,0.16,,29.77,0.0,0.0,29.77,LU,123678.702143275,LU,556319.0,11.725442370099268,13.22909714971347,,16561.61663,,16561.61663,15476.79458
Luxembourg,2015,0.0,61.97,28.849999999999998,,27.0,31.07,20.43,0.28,,31.07,0.0,0.0,31.07,LU,105462.012584423,LU,569604.0,11.566106096767557,13.252696661527155,,17697.59628,,17697.59628,16433.075399999998
Luxembourg,2016,0.0,61.010000000000005,29.870000000000005,,27.900000000000002,31.92,20.92,0.36,,31.92,0.0,0.0,31.92,LU,106899.293549552,LU,582014.0,11.57964248847448,13.274249781407077,,18577.886880000002,,18577.886880000002,17384.758180000004
Luxembourg,2017,0.0,64.15,29.099999999999998,,27.200000000000003,30.509999999999998,20.34,0.0,,29.61,0.0,0.8999999999999999,30.509999999999998,LU,110193.213797228,LU,596336.0,11.609990593017372,13.298559545584688,,18194.21136,,18194.21136,17353.377599999996
Luxembourg,2018,0.0,65.5,30.29,,27.99,29.93,21.83,0.0,,30.97,0.0,0.8400000000000001,31.810000000000002,LU,116926.759593905,LU,607950.0,11.669303031391737,13.317847920724564,,18195.9435,,19338.8895,18414.8055
Luxembourg,2019,0.16,49.900000000000006,22.12,20.31,20.48,23.05,,,32.83,22.43,0.0,0.62,23.05,LU,112696.649059674,LU,620001.0,11.632454966308753,13.3374763699232,20354.63283,14291.023050000002,12592.220309999999,14291.023050000002,13714.422120000001
Luxembourg,2020,0.19,49.76,22.97,21.01,21.22,24.09,,,33.04,23.45,0.0,0.64,24.09,LU,116860.02817236,LU,630419.0,11.66873215718627,13.354139956665527,20829.043759999997,15186.79371,13245.103190000002,15186.79371,14480.72443
Luxembourg,2021,0.19999999999999998,48.78,23.86,21.92,22.12,24.84,,,32.68,24.14,0.0,0.7,24.830000000000002,LU,134965.815442152,LU,640064.0,11.812776806408214,13.369323450336188,20917.29152,15899.18976,14030.20288,15892.789120000001,15271.927039999999
Luxembourg,2022,0.33999999999999997,51.93,19.88,17.75,18.07,21.23,,,33.34,20.14,0.0,0.54,20.68,LU,123719.658915996,LU,653103.0,11.72577346989249,13.38949012935746,21774.454020000005,13865.37669,11592.57825,13506.170039999999,12983.687639999998
Luxembourg,2023,0.0,49.01,19.97,18.5,18.5,21.09,,,33.24,20.47,0.0,0.6,21.080000000000002,LU,131407.681364513,LU,666430.0,11.786059841197059,13.409690386828693,22152.133200000004,14055.008699999998,12328.955,14048.3444,13308.6071
Malta,2012,0.0,96.53,8.06,,7.699999999999999,10.77,5.7,1.46,,5.99,2.07,0.33,8.39,MT,22878.3131257656,MT,420028.0,10.03794471575503,12.948076654704094,,4523.7015599999995,,3524.0349200000005,3385.4256800000003
Malta,2013,,102.69,12.03,,11.7,12.0,5.6899999999999995,2.31,,9.21,3.55,0.21000000000000002,12.99,MT,25415.5566806942,MT,424810.0,10.143116733268673,12.959397289122435,,5097.72,,5518.2819,5110.4643
Malta,2014,,118.41999999999999,13.14,,12.370000000000001,11.58,5.76,1.96,,9.06,3.58,0.21000000000000002,12.84,MT,27424.5765369278,MT,433481.0,10.219194844255863,12.979603244945778,,5019.7099800000005,,5565.89604,5695.94034
Malta,2015,0.0,89.18,8.71,,8.71,13.39,7.609999999999999,1.33,,7.050000000000001,1.62,0.09,8.78,MT,25529.6813131565,MT,444220.0,10.147597027320035,13.0040752141925,,5948.105799999999,,3900.2515999999996,3869.1562000000004
Malta,2016,0.0,67.49000000000001,16.65,,16.65,16.13,9.12,1.62,,9.78,7.28,0.0,17.07,MT,26459.0772054811,MT,454505.0,10.183354561984498,13.02696419363927,,7331.165649999999,,7758.400350000001,7567.508249999999
Malta,2017,0.0,71.77,13.66,,13.66,18.95,10.52,2.1,,5.46,8.26,0.63,14.34,MT,30317.2443357939,MT,467106.0,10.319471949603294,13.054311491622858,,8851.6587,,6698.30004,6380.66796
Malta,2018,,64.24,14.46,,14.46,19.64,11.450000000000001,1.64,,7.3100000000000005,12.29,0.0,19.59,MT,33382.2677502638,MT,483903.0,10.415780132303746,13.089639752390214,,9503.85492,,9479.65977,6997.2373800000005
Malta,2019,0.0,46.3,10.18,10.09,10.09,16.849999999999998,11.92,4.93,,4.82,5.33,0.77,10.92,MT,32421.9179753188,MT,503912.0,10.386589953790194,13.130156928633994,,8490.9172,5084.4720800000005,5502.71904,5129.82416
Malta,2020,0.0,48.79,8.09,8.03,8.03,13.78,12.5,1.3,,2.86,4.36,0.38,7.61,MT,31833.596382464,MT,515490.0,10.368277501090047,13.1528731836089,,7103.452199999999,4139.3847,3922.8789,4170.3141000000005
Malta,2021,0.0,48.83,10.65,10.37,10.37,12.18,10.790000000000001,1.3800000000000001,,1.27,9.58,0.0,10.82,MT,38065.354346575,MT,518150.0,10.547059812683587,13.158020054612363,,6311.067,5373.2155,5606.383,5518.2975
Malta,2022,0.0,52.24,9.6,9.47,9.47,12.629999999999999,10.0,2.65,,3.88,5.12,0.85,9.85,MT,36224.2819955817,MT,531113.0,10.497484946304574,13.182730083610451,,6707.957189999999,5029.64011,5231.463049999999,5098.6848
Malta,2023,0.0,48.31,9.61,9.38,9.38,13.09,10.64,2.43,,2.12,7.69,0.0,9.81,MT,40182.4313854634,MT,552747.0,10.601185148869224,13.222655671296552,,7235.458229999999,5184.766860000001,5422.44807,5311.89867
Netherlands,2012,0.06,58.14,21.13,,18.37,22.13,13.93,0.81,,3.4899999999999998,17.72,0.0,21.22,NL,50473.9442002689,NL,16754962.0,10.829212525681811,16.634205011171268,,370787.30906,,355540.29364,354032.34706
Netherlands,2013,0.12,54.64,20.06,,17.439999999999998,20.98,13.1,0.87,,5.88,14.36,0.0,20.240000000000002,NL,52602.2860520766,NL,16804432.0,10.870514858847491,16.637153219105684,,352556.98336,,340121.70368000004,337096.90591999993
Netherlands,2014,0.0,56.92999999999999,24.369999999999997,,20.78,25.21,15.9,0.91,,5.91,18.43,0.03,24.369999999999997,NL,53457.2234864322,NL,16865008.0,10.886637052063445,16.64075150083295,,425166.85168,,411000.24496,411000.24496
Netherlands,2015,0.0,63.63,26.14,,22.380000000000003,27.270000000000003,17.19,1.52,,6.13,19.98,0.0,26.14,NL,45793.8135434697,NL,16939923.0,10.73190428550867,16.645183701723305,,461951.70021000004,,442809.58722000004,442809.58722000004
Netherlands,2016,0.0,68.78,27.53,,23.189999999999998,28.72,18.02,1.62,,4.63,22.89,0.0,27.53,NL,46808.5291492503,NL,17030314.0,10.753820712079664,16.650505490519393,,489110.61808,,468844.54442,468844.54442
Netherlands,2017,0.0,78.19,29.130000000000003,,25.46,31.28,19.08,2.24,,3.41,25.72,0.0,29.130000000000003,NL,49513.6817346384,NL,17131296.0,10.810004309045267,16.656417524181034,,535866.93888,,499034.65248000005,499034.65248000005
Netherlands,2018,0.0,92.6,30.07,,25.29,33.379999999999995,20.060000000000002,2.63,,3.5300000000000002,26.560000000000002,0.0,30.07,NL,53955.0770024266,NL,17231624.0,10.895907071956978,16.66225685827024,,575191.6091199999,,518154.93368,518154.93368
Netherlands,2019,0.0,96.11,22.23,19.04,19.04,27.57,,,,2.51,19.68,0.04,22.23,NL,53554.9007491475,NL,17344874.0,10.888462588946103,16.66880757401829,,478198.17618,330246.40096,385576.54902,385576.54902
Netherlands,2020,0.0,111.39999999999999,26.66,22.23,22.23,30.73,29.16,1.58,,2.92,23.709999999999997,0.04,26.66,NL,53467.9277413737,NL,17441500.0,10.886837271653585,16.674362981920844,,535977.295,387724.545,464990.39,464990.39
Netherlands,2021,0.0,114.28,25.33,20.39,20.39,28.849999999999998,27.3,1.53,,2.8899999999999997,22.45,0.0,25.33,NL,60141.9880911492,NL,17533044.0,11.004463513713938,16.67959788700253,,505828.3194,357498.76716000005,444112.00451999996,444112.00451999996
Netherlands,2022,0.0,125.18,24.61,19.99,19.99,27.53,25.86,1.67,50.22,2.8200000000000003,21.67,0.13,24.61,NL,59123.318556487,NL,17700982.0,10.987380686598927,16.689130676231077,888943.31604,487308.03446000005,353842.6301799999,435621.16702,435621.16702
Netherlands,2023,0.0,121.66,28.91,23.76,23.76,29.439999999999998,26.77,2.68,50.67,3.1,25.77,0.02,28.91,NL,64572.0059558854,NL,17877117.0,11.075536251513762,16.699032073098078,905833.51839,526302.32448,424760.29992,516827.45247,516827.45247
Norway,2012,0.32,111.22999999999999,58.73,,49.45,62.7,30.13,11.69,,24.349999999999998,31.82,6.029999999999999,62.209999999999994,NO,102175.919298374,NO,5018573.0,11.534451305684629,15.428656188309334,,314664.5271,,312205.42633,294740.79228999995
Norway,2013,,106.64999999999999,57.989999999999995,,50.019999999999996,61.980000000000004,28.39,12.92,,23.59,33.61,4.1,61.29,NO,103553.840134417,NO,5079623.0,11.547846950968717,15.440747604202349,,314835.03354000003,,311330.09367000003,294567.33777
Norway,2014,0.42,106.41,58.83,,50.120000000000005,62.61,29.84,11.91,,34.55,23.07,3.93,61.55,NO,97666.6951838749,NO,5137232.0,11.489315891316119,15.452024970975842,,321642.09552,,316196.6296,302223.35856
Norway,2015,0.87,102.61,56.42,,50.31,61.06,28.29,12.42,,35.480000000000004,19.72,2.35,57.55,NO,74809.9658049898,NO,5188607.0,11.222706387774911,15.461975818345426,,316816.34342,,298604.33284999995,292741.20694
Norway,2016,0.62,104.73,56.15,,50.209999999999994,58.78,27.25,11.95,,33.21,21.65,3.09,57.97,NO,70867.3609970749,NO,5234519.0,11.16856525387484,15.470785516499024,,307685.02681999997,,303445.06643,293918.24185
Norway,2017,0.59,105.5,50.79,,48.41,56.19,24.57,12.89,,33.599999999999994,17.060000000000002,3.0700000000000003,53.739999999999995,NO,76131.8384032764,NO,5276968.0,11.24022183221934,15.478862248317874,,296512.83192,,283584.26032,268017.20472
Norway,2018,0.43,108.03,51.790000000000006,,44.339999999999996,54.5,22.67,13.69,,35.32,16.56,1.7399999999999998,53.61,NO,82792.8427113304,NO,5311916.0,11.324096895952724,15.485463156760364,,289499.422,,284771.81676,275104.12964000006
Norway,2019,0.5,77.96,37.83,32.06,32.54,38.93,,,,0.67,37.64,0.0,38.339999999999996,NO,76430.5889473338,NO,5347896.0,11.244138273916175,15.492213770492821,,208193.59128,171453.54576,205038.33263999998,202310.90567999997
Norway,2020,0.96,82.81,40.65,34.44,35.42,39.0,,,,24.72,16.55,1.0,42.29,NO,68340.0181033702,NO,5379475.0,11.132250790570772,15.498101343733252,,209799.525,185269.119,227497.99775,218675.65875
Norway,2021,0.88,87.74,38.19,32.54,33.42,39.93,,,,29.17,9.27,2.14,40.629999999999995,NO,93072.8925119571,NO,5408320.0,11.441138255583216,15.503449066552001,,215954.2176,175986.73279999997,219740.04159999997,206543.74079999997
Norway,2022,0.94,98.95,42.58,37.48,38.42,46.03,,,,33.4,10.87,1.52,45.81,NO,109269.520580298,NO,5457127.0,11.60157277507734,15.512433018758106,,251191.55581,204533.11995999998,249990.98787,232364.46766
Norway,2023,1.6,96.78,45.07,37.29,38.88,47.349999999999994,,,,24.27,11.97,8.94,45.21,NO,87497.3289297342,NO,5519594.0,11.37936354536244,15.523814864823652,,261352.77589999998,205825.66026,249540.84474,248768.10158000002
Poland,2012,0.04,37.900000000000006,10.61,,10.53,13.84,8.7,0.55,,0.0,12.59,0.0,12.59,PL,13087.420943321,PL,38063164.0,9.4794068145356,17.454757548274017,,526794.18976,,479215.23475999996,403850.17003999994
Poland,2013,0.06,38.349999999999994,10.31,,10.21,13.54,8.59,0.42,,0.0,12.620000000000001,0.0,12.620000000000001,PL,13621.9023794031,PL,38040196.0,9.519434245383213,17.454153948099272,,515064.25383999996,,480067.27352000005,392194.42076
Poland,2014,0.03,40.95,10.14,,10.05,13.64,8.56,0.52,,0.0,12.809999999999999,0.0,12.809999999999999,PL,14262.2841914116,PL,38011735.0,9.565373862866483,17.453405485806353,,518480.0654,,486930.32534999994,385438.9929
Poland,2015,0.04,41.62,11.06,,10.98,15.72,9.97,0.51,,0.0,13.34,0.0,13.34,PL,12637.5220324406,PL,37986412.0,9.444425606744861,17.452739074796696,,597146.3966399999,,506738.73608,420129.71672
Poland,2016,0.03,46.09,15.18,,15.100000000000001,18.39,11.32,0.95,,0.0,17.700000000000003,0.0,11.8,PL,12464.0121044827,PL,37970087.0,9.430600739265602,17.45230922348795,,698269.8999300001,,448047.02660000004,576385.92066
Poland,2017,0.06,47.97,16.15,,16.1,19.48,11.950000000000001,1.02,,0.0,20.22,0.0,13.48,PL,13913.3415190124,PL,37974826.0,9.540603480296335,17.452434024473796,,739749.61048,,511900.65448,613293.4399
Poland,2018,0.07,69.58,23.76,,23.6,26.92,0.0,0.0,,0.0,26.97,0.0,26.97,PL,15658.210586693,PL,37974750.0,9.658750696521182,17.452432023145967,,1022280.2700000001,,1024179.0075,902280.06
Poland,2019,0.19,51.62,24.63,24.36,24.54,29.529999999999998,28.240000000000002,1.27,,0.0,29.31,0.0,29.31,PL,15874.5220531254,PL,37965475.0,9.672470716417932,17.452187752074973,,1121120.47675,924838.971,1112768.07225,935089.64925
Poland,2020,0.13,71.21,24.32,23.970000000000002,24.080000000000002,27.950000000000003,27.240000000000002,0.7,,0.0,27.89,0.0,27.89,PL,16150.9291009726,PL,37515748.0,9.689732856468034,17.440271349454385,,1048565.1566000001,899252.47956,1046314.21172,912382.99136
Poland,2021,0.34,83.7,29.76,29.01,29.34,35.37,34.92,0.45,32.43,0.0,34.56,0.0,34.56,PL,18635.5088812509,PL,36981559.0,9.83282411936186,17.425929940957836,1199311.95837,1308037.74183,1072835.0265900001,1278082.6790400003,1100571.1958400002
Poland,2022,0.61,85.61,31.7,30.72,31.35,35.86,35.5,0.37,34.519999999999996,0.0,36.75,0.0,36.75,PL,18891.213529396,PL,36821749.0,9.846452200327104,17.42159923399901,1271086.7754799998,1320427.91914,1131164.12928,1353199.27575,1167249.4433
Poland,2023,0.99,67.81,34.1,32.39,33.39,36.93,36.7,0.23,34.33,0.0,40.92,0.0,40.92,PL,22145.2643088909,PL,36687353.0,10.005378951661593,17.417942648730254,1259476.82849,1354863.9462899999,1188303.36367,1501246.48476,1251038.7373
Portugal,2012,0.0,33.39,11.0,,10.8,12.47,8.129999999999999,0.18,,0.39,12.05,0.0,12.45,PT,20593.4274224109,PT,10514844.0,9.932727246703587,16.168298531060238,,131120.10468000002,,130909.8078,115663.284
Portugal,2013,0.0,34.96,13.57,,12.419999999999998,14.36,9.47,0.1,,0.09,13.46,0.71,14.26,PT,21676.4859642714,PT,10457295.0,9.983983355897296,16.162810378950716,,150166.75619999997,,149121.0267,141905.49315
Portugal,2014,0.0,35.15,14.950000000000001,,13.39,17.43,11.55,0.08,,0.63,15.129999999999999,1.44,17.200000000000003,PT,22120.6850127107,PT,10401062.0,10.004268423181667,16.157418474282796,,181290.51066,,178898.26640000002,155495.8769
Portugal,2015,0.0,37.75,16.759999999999998,,14.549999999999999,18.65,12.33,0.11,,0.72,17.03,0.52,18.28,PT,19215.7813014347,PT,10358076.0,9.863487163188946,16.153277063262863,,193178.1174,,189345.62928,173601.35376
Portugal,2016,0.0,39.94,18.43,,16.6,20.21,0.0,0.0,,0.6900000000000001,19.14,0.41000000000000003,20.22,PT,19980.2808866516,PT,10325452.0,9.902501110494697,16.150122473092885,,208677.38492,,208780.63944,190298.08036
Portugal,2017,0.06,45.96,18.53,,16.490000000000002,20.38,0.0,0.0,,0.24,20.17,0.02,20.42,PT,21442.3842768879,PT,10300300.0,9.973124815946102,16.147683578989298,,209920.114,,210332.12600000002,190864.559
Portugal,2018,0.13,59.19,22.41,12.85,18.169999999999998,24.69,22.5,2.2,,0.15000000000000002,24.54,0.0,24.69,PT,23541.1401075289,PT,10283822.0,10.066504812416667,16.14608253877783,,253907.56518,132147.1127,253907.56518,230460.45102
Portugal,2019,0.13,48.65,9.86,8.92,9.040000000000001,11.41,6.99,4.43,,0.15000000000000002,11.32,0.0,11.46,PT,23343.3628970034,PT,10286263.0,10.058067978452309,16.146319873724327,,117366.26083,91753.46595999999,117880.57398,101422.55317999999
Portugal,2020,0.07,49.830000000000005,9.82,8.28,8.36,13.27,6.15,7.11,,0.26,12.96,0.04,13.25,PT,22299.4044062173,PT,10297081.0,10.012315248850163,16.147371014976795,,136642.26487,85259.83068,136436.32325,101117.33542
Portugal,2021,0.1,54.65,11.63,11.540000000000001,11.63,11.63,7.3,4.32,,0.46,11.18,0.0,11.63,PT,24711.4510062111,PT,10361831.0,10.1150220186755,16.153639516631124,,120508.09453,119575.52974000001,120508.09453,120508.09453
Portugal,2022,0.15,53.78,12.34,6.71,6.85,12.36,5.92,6.44,,0.66,11.7,0.0,12.36,PT,24620.519556875,PT,10434332.0,10.111335502557004,16.160612081111356,,128968.34352,70014.36772,128968.34352,128759.65688
Portugal,2023,0.36000000000000004,64.25999999999999,12.89,11.89,12.23,13.36,7.4,5.94,,0.1,13.26,0.0,13.36,PT,27386.2920595024,PT,10578174.0,10.217797877390282,16.174303379707034,,141324.40464,125774.48886,141324.40464,136352.66286
Romania,2012,0.0,19.53,3.02,,2.9,3.4399999999999995,2.08,0.21,,0.09,3.3500000000000005,0.0,3.4399999999999995,RO,8929.95366231474,RO,20058035.0,9.097166484866571,16.814140379568443,,68999.64039999999,,68999.64039999999,60575.2657
Romania,2013,,20.549999999999997,4.49,,4.31,4.9799999999999995,3.1,0.2,,0.18,4.8,0.0,4.9799999999999995,RO,9497.67411615237,RO,19983693.0,9.158802217734207,16.810427148939663,,99518.79113999999,,99518.79113999999,89726.78157
Romania,2014,,21.04,4.41,,4.22,4.8500000000000005,3.0,0.22999999999999998,,0.18,4.67,0.0,4.8500000000000005,RO,10031.7710755404,RO,19908979.0,9.213512443188531,16.80668139396204,,96558.54815,,96558.54815,87798.59739
Romania,2015,0.0,26.240000000000002,4.79,,4.26,6.45,3.8200000000000003,0.56,,0.22999999999999998,5.43,0.0,5.66,RO,8977.01748158196,RO,19815616.0,9.102422977129411,16.801980871683394,,127810.72320000001,,112156.38656,94916.80064
Romania,2016,0.0,31.46,6.379999999999999,,5.5200000000000005,7.470000000000001,4.74,0.34,,0.44999999999999996,6.529999999999999,0.0,7.0,RO,9404.54005870715,RO,19702267.0,9.148947836627244,16.796244263229596,,147175.93449,,137915.869,125700.46345999998
Romania,2017,0.0,37.870000000000005,7.15,,6.630000000000001,7.960000000000001,4.8999999999999995,0.46,,0.48,7.2299999999999995,0.0,7.720000000000001,RO,10727.9822007426,RO,19588715.0,9.280610765819814,16.79046419307813,,155926.1714,,151224.87980000002,140059.31225
Romania,2018,0.0,41.55,9.02,,8.55,10.33,5.42,1.6300000000000001,,0.36,9.219999999999999,0.0,9.58,RO,12502.2624061935,RO,19473970.0,9.433664899408706,16.784589260004093,,201166.1101,,186560.63259999998,175655.2094
Romania,2019,0.0,35.99,9.97,9.24,9.24,11.26,8.75,2.5,,0.19,10.729999999999999,0.0,10.93,RO,12992.0326104674,RO,19371648.0,9.472091572440442,16.77932111178473,,218124.75647999998,178994.02752,211732.11263999998,193135.33056
Romania,2020,0.0,38.46,9.84,8.95,8.95,11.78,10.36,1.41,,0.11,11.07,0.0,11.18,RO,13082.3006559554,RO,19265250.0,9.479015500672247,16.773813512859313,,226944.645,172423.9875,215385.495,189570.06
Romania,2021,0.0,46.56,17.17,15.49,15.5,19.55,11.69,7.87,,0.13,19.05,0.0,19.2,RO,14986.7854904274,RO,19122059.0,9.614924124499753,16.76635314807408,,373836.25344999996,296200.69391000003,367143.5328,328325.75303
Slovenia,2012,0.02,41.28,11.95,,10.96,13.74,8.6,0.57,,3.37,10.08,0.0,13.440000000000001,SI,22442.1417859955,SI,2057159.0,10.018695800090759,14.536836462682349,,28265.36466,,27648.21696,24583.050049999998
Slovenia,2013,,41.5,6.6899999999999995,,6.36,12.440000000000001,7.76,0.54,,1.8199999999999998,9.46,0.0,11.29,SI,23236.9655321695,SI,2059953.0,10.053499631535798,14.538193724971505,,25625.815320000005,,23256.869369999997,13781.08557
Slovenia,2014,,44.26,13.16,,11.53,14.120000000000001,8.19,1.19,,4.27,9.83,0.0,14.100000000000001,SI,24013.0682060959,SI,2061980.0,10.086353469726403,14.539177244190956,,29115.157600000002,,29073.918000000005,27135.6568
Slovenia,2015,0.0,45.67,13.549999999999999,,13.2,15.309999999999999,8.81,1.3699999999999999,,4.26,5.74,0.0,9.99,SI,20697.2748530619,SI,2063531.0,9.937757320976354,14.539929151081072,,31592.659609999995,,20614.67469,27960.845049999996
Slovenia,2016,0.0,49.07,15.98,,14.420000000000002,18.22,10.79,0.7,,3.7600000000000002,13.15,0.0,17.83,SI,21447.8377796036,SI,2065042.0,9.973379116459535,14.540661123153487,,37625.065239999996,,36819.69886,32999.37116
Slovenia,2017,0.0,48.53,18.32,,15.96,18.35,11.74,0.49,,4.89,14.27,0.0,19.169999999999998,SI,23303.077705959,SI,2066388.0,10.056340721215133,14.541312713545977,,37918.219800000006,,39612.65796,37856.228160000006
Slovenia,2018,0.0,52.32000000000001,18.5,,16.41,19.42,12.41,0.55,,4.86,14.79,0.0,19.68,SI,25888.0481065655,SI,2073894.0,10.161536678113812,14.544938557497325,,40275.02148,,40814.23392,38367.039
Slovenia,2019,,49.35,14.96,13.91,13.91,15.940000000000001,15.17,0.76,,3.34,12.469999999999999,0.0,15.82,SI,25814.1687167572,SI,2088385.0,10.158678795236376,14.551901597960658,,33288.8569,29049.43535,33038.2507,31242.2396
Slovenia,2020,0.0,42.14,12.82,11.73,11.73,13.7,13.22,0.5,,3.82,9.870000000000001,0.0,13.7,SI,25392.0651093612,SI,2102419.0,10.142192006931191,14.558599144522308,,28803.140299999995,24661.37487,28803.140299999995,26953.011580000002
Slovenia,2021,0.0,51.66,14.12,12.83,12.83,14.75,14.37,0.39,,4.8,10.26,0.0,15.06,SI,29187.369382785,SI,2108079.0,10.28149133929323,14.561287664222007,,31094.16525,27046.65357,31747.66974,29766.075479999996
