country,year,Preparing for reuse,Products put on the market,recovered_kg_per_cap,recycled_kg_per_cap,Recycling and preparing for reuse,collected_kg_per_cap,Waste collected from households,Waste collected from other sources,generated_kg_per_cap,Waste treated in another Member State of the EU,Waste treated in the Member State,Waste treated outside the EU,treatment_kg_per_cap,countryiso3code_x,gdp_per_capita,countryiso3code_y,population,log_gdp,log_population,generated_kg_per_cap_tonnes,collected_kg_per_cap_tonnes,recycled_kg_per_cap_tonnes,treatment_kg_per_cap_tonnes,recovered_kg_per_cap_tonnes
Slovenia,2022,0.0,75.83,13.27,11.83,11.84,14.63,13.32,1.32,,2.04,12.16,0.0,14.2,SI,28373.8382265999,SI,2112076.0,10.253222810389543,14.563181908009335,,30899.67188,24985.859080000002,29991.479199999998,28027.24852
Slovenia,2023,0.0,75.59,14.27,13.0,13.0,15.7,13.42,2.26,,3.8499999999999996,11.74,0.0,15.58,SI,32610.110922729,SI,2120461.0,10.392377670271875,14.567144075838945,,33291.2377,27565.993,33036.78238,30258.97847
Spain,2012,0.01,36.8,9.2,,8.56,10.14,6.25,0.51,,0.0,10.14,0.0,10.14,ES,28456.4438151477,ES,46773055.0,10.256129910046859,17.66081784721818,,474278.77770000004,,474278.77770000004,430312.1059999999
Spain,2013,,23.12,8.23,,7.36,8.96,8.66,0.34,,0.0,8.92,0.0,8.92,ES,29228.846559842,ES,46604197.0,10.28291139649337,17.657201159418005,,417573.6051200001,,415709.43724,383552.54131
Spain,2014,0.05,35.980000000000004,9.64,,9.18,11.94,7.59,0.36,,0.0,10.92,0.0,10.92,ES,29707.765509467,ES,46460733.0,10.299163755580002,17.654118062194566,,554741.15202,,507351.20436000003,447881.46612
Spain,2015,0.0,38.97,12.22,,11.27,14.919999999999998,9.22,0.71,,0.0,13.14,0.0,13.14,ES,25982.4416197775,ES,46422303.0,10.165176266554539,17.653290569816026,,692620.7607599999,,609989.06142,567280.54266
Spain,2016,0.0,41.41,15.84,,14.95,16.96,10.68,0.86,,0.03,17.509999999999998,0.03,17.57,ES,26755.6061149398,ES,46458139.0,10.19449930475678,17.65406222854216,,787930.0374400001,,816269.50223,735896.9217599999
Spain,2017,0.0,43.97,16.96,,16.009999999999998,19.25,11.98,1.1,,0.17,18.619999999999997,0.0,18.79,ES,28381.3425596906,ES,46571232.0,10.253487256138124,17.656493569407864,,896496.216,,875073.44928,789848.09472
Spain,2018,0.0,47.91,19.84,,18.34,21.33,12.64,1.84,,0.0,21.619999999999997,0.0,21.619999999999997,ES,30602.4212881113,ES,46782011.0,10.328834411872553,17.661009306652936,,997860.2946299999,,1011427.0778199999,928155.09824
Spain,2019,0.38,46.75,16.42,15.25,15.61,19.61,17.19,2.42,,0.0,17.96,0.0,17.96,ES,29786.5245689007,ES,47118501.0,10.301811374547727,17.668176284407693,,923993.80461,718557.14025,846248.2779600001,773685.78642
Spain,2020,0.28,54.84,18.78,17.77,18.07,20.95,18.16,2.77,,0.0,20.849999999999998,0.0,20.869999999999997,ES,27233.9426461608,ES,47359424.0,10.21221936571773,17.673276386303904,,992179.9328,841576.96448,988391.1788799999,889409.98272
Spain,2021,0.27,55.65,16.54,15.37,15.64,21.650000000000002,18.46,3.1799999999999997,33.94,0.0,18.3,0.0,18.3,ES,30799.4775937775,ES,47443821.0,10.335253007576831,17.675056853255118,1610243.28474,1027158.7246500001,729211.52877,868221.9243000001,784720.7993399999
Spain,2022,0.47,72.08,16.21,14.56,15.02,21.81,18.05,3.76,33.75,0.0,17.76,0.0,17.77,ES,30270.2687017458,ES,47786102.0,10.317921278809726,17.68224540204672,1612780.9425,1042214.8846199999,695765.64512,849159.0325399999,774612.71342
Spain,2023,0.33,85.08,17.39,16.09,16.43,23.48,19.2,4.27,39.78,0.01,18.59,0.36,18.97,ES,33509.0127982139,ES,48347910.0,10.419569720381377,17.693933552455658,1923279.8598,1135208.9268,777917.8719,917159.8526999999,840770.1549
Sweden,2012,0.0,69.06,48.790000000000006,,44.81,53.120000000000005,33.15,2.27,,0.03,53.0,0.0,53.03,SE,57749.8251328664,SE,9519374.0,10.963875600377142,16.068839648302987,,505669.1468800001,,504812.40322000004,464450.25746000005
Sweden,2013,0.05,75.85,50.66,,46.18,55.18,34.6,2.14,,0.0,55.18,0.0,55.18,SE,60844.2767113975,SE,9600379.0,11.016073038304361,16.07731313482545,,529748.91322,,529748.91322,486355.20014
Sweden,2014,0.1,73.63,41.349999999999994,,37.69,44.82,27.26,2.62,,0.0,44.82,0.0,44.82,SE,59583.7140001673,SE,9696110.0,10.995137560681732,16.08723533211137,,434579.6502,,434579.6502,400934.14849999995
Sweden,2015,0.06,78.66,40.38,,36.86,44.09,24.38,4.99,,0.0,44.08,0.0,44.09,SE,51197.9529341175,SE,9799186.0,10.84345482847279,16.097809878966537,,432046.11074000003,,432046.11074000003,395691.13068
Sweden,2016,0.01,78.32000000000001,45.269999999999996,,41.17,49.34,27.93,4.96,,0.15000000000000002,49.19,0.0,49.34,SE,51820.3972482676,SE,9923085.0,10.855539120012375,16.110374418817567,,489605.0139,,489605.0139,449218.05795
Sweden,2017,0.01,83.15,38.730000000000004,,35.22,42.17,24.5,3.63,,0.02,42.150000000000006,0.0,42.17,SE,53300.8587281785,SE,10057698.0,10.883707721247013,16.12384886941319,,424133.12466000003,,424133.12466000003,389534.64354
Sweden,2018,0.04,84.94,39.129999999999995,,35.47,42.57,24.32,4.06,,0.03,42.519999999999996,0.0,42.57,SE,54181.9069780904,SE,10175214.0,10.900102312105146,16.135465321012795,,433158.85998,,433158.85998,398156.1238199999
Sweden,2019,0.05,61.3,35.589999999999996,31.36,31.39,36.33,35.08,1.25,,0.03,36.28,0.0,36.33,SE,51773.0464558993,SE,10278887.0,10.854624954135216,16.145602543647346,,373431.96471,322345.89632,373431.96471,365825.58833
Sweden,2020,0.29,71.57000000000001,32.28,25.61,25.91,34.480000000000004,33.15,1.34,,0.06,34.730000000000004,0.0,34.78,SE,52653.7565934247,SE,10353442.0,10.871492865319274,16.152829582776178,,356986.68016000005,265151.64962,360092.71275999997,334209.10776
Sweden,2021,0.08,78.9,29.34,23.34,23.42,30.84,25.88,4.9799999999999995,,0.02,30.99,0.02,31.02,SE,61174.9680215622,SE,10415811.0,11.021493365573706,16.158835498104573,,321223.61124,243105.02874,323098.45722,305599.89474
United Kingdom,2012,1.3,44.79,0.0,,,15.81,15.34,0.46,,0.0,14.49,0.0,14.49,GB,42490.1465463521,GB,63711000.0,10.65702748206389,17.969867790092547,,1007270.91,,923172.39,0.0
United Kingdom,2013,0.84,45.01,,,,15.36,14.8,0.56,,0.0,14.52,0.0,14.52,GB,43419.0352598932,GB,64139000.0,10.6786532243898,17.976563161212827,,985175.04,,931298.28,
United Kingdom,2014,0.74,51.74,14.14,,13.02,16.16,15.72,0.42,,0.0,15.78,0.0,15.78,GB,47426.6209829995,GB,64620000.0,10.766938974145283,17.984034518360627,,1044259.2,,1019703.6,913726.8
United Kingdom,2015,0.65,57.050000000000004,17.86,,17.02,21.009999999999998,20.77,0.22999999999999998,,0.0,20.36,0.0,20.36,GB,44983.885522934,GB,65088000.0,10.714059605129167,17.99125075839037,,1367498.8799999997,,1325191.68,1162471.68
United Kingdom,2016,0.7,54.71,26.41,,24.71,30.29,30.009999999999998,0.29,,0.0,29.580000000000002,0.0,29.580000000000002,GB,40988.1044233026,GB,65607000.0,10.621037167571838,17.999192955538568,,1987236.03,,1940655.0600000003,1732680.87
United Kingdom,2017,0.5,50.2,24.150000000000002,,22.17,27.009999999999998,26.74,0.27,,0.0,26.51,0.0,26.51,GB,40629.2340347345,GB,65966000.0,10.612243136594726,18.00465001573942,,1781741.6599999997,,1748758.66,1593078.9000000001
United Kingdom,2018,0.0,49.01,22.96,,21.67,25.14,24.900000000000002,0.23,,0.0,15.64,0.0,15.64,GB,43315.4874501318,GB,66289000.0,10.676265527871257,18.009534528872233,,1666505.46,,1036759.96,1521995.44
